Date,Bullish,Neutral,Bearish
2015-05-07,0.270563,0.461039,0.268398
2015-05-14,0.267442,0.468992,0.263566
2015-05-21,0.252119,0.497881,0.25
2015-05-28,0.270019,0.478585,0.251397
2015-06-04,0.273399,0.480296,0.246305
2015-06-11,0.200375,0.473783,0.325843
2015-06-18,0.254083,0.402904,0.343013
2015-06-25,0.355556,0.427778,0.216667
2015-07-02,0.226121,0.423002,0.350877
2015-07-09,0.27907,0.429175,0.291755
2015-07-16,0.308108,0.459459,0.232432
2015-07-23,0.3254,0.4187,0.256
2015-07-30,0.211055,0.38191,0.407035
2015-08-06,0.243187,0.440252,0.316562
2015-08-13,0.304519,0.333988,0.361493
2015-08-20,0.268199,0.398467,0.333333
2015-08-27,0.325,0.292308,0.382692
2015-09-03,0.323843,0.359431,0.316726
2015-09-10,0.346499,0.303411,0.35009
2015-09-17,0.332645,0.376033,0.291322
2015-09-24,0.321199,0.391863,0.286938
2015-10-01,0.281059,0.319756,0.399185
2015-10-08,0.375238,0.342857,0.281905
2015-10-15,0.340816,0.387755,0.271429
2015-10-22,0.347656,0.412109,0.240234
2015-10-29,0.403922,0.390196,0.205882
2015-11-05,0.39,0.424,0.186
2015-11-12,0.342723,0.42723,0.230047
2015-11-19,0.307692,0.386813,0.305495
2015-11-26,0.323601,0.416058,0.260341
2015-12-03,0.294931,0.493088,0.211982
2015-12-10,0.285057,0.416092,0.298851
2015-12-17,0.238663,0.367542,0.393795
2015-12-24,0.263804,0.421268,0.314928
2015-12-31,0.250729,0.51312,0.236152
2016-01-07,0.221739,0.395652,0.382609
2016-01-14,0.178988,0.365759,0.455253
2016-01-21,0.21521,0.297735,0.487055
2016-01-28,0.297535,0.302817,0.399648
2016-02-04,0.275472,0.377358,0.34717
2016-02-11,0.192385,0.320641,0.486974
2016-02-18,0.275605,0.346369,0.378026
2016-02-25,0.311947,0.373894,0.314159
2016-03-03,0.320158,0.387352,0.29249
2016-03-10,0.373576,0.382688,0.243736
2016-03-17,0.299587,0.431818,0.268595
2016-03-24,0.337808,0.425056,0.237136
2016-03-31,0.271805,0.470588,0.257606
2016-04-07,0.321918,0.46347,0.214612
2016-04-14,0.278481,0.472574,0.248945
2016-04-21,0.334052,0.426724,0.239224
2016-04-28,0.273663,0.440329,0.286008
2016-05-05,0.223301,0.473301,0.303398
2016-05-12,0.204082,0.482993,0.312925
2016-05-19,0.193384,0.465649,0.340967
2016-05-26,0.177515,0.5286,0.293886
2016-06-02,0.301676,0.407821,0.290503
2016-06-09,0.278317,0.443366,0.278317
2016-06-16,0.253472,0.371528,0.375
2016-06-23,0.219697,0.42803,0.352273
2016-06-30,0.289125,0.376658,0.334218
2016-07-07,0.310573,0.422907,0.26652
2016-07-14,0.368664,0.387097,0.24424
2016-07-21,0.354251,0.378543,0.267206
2016-07-28,0.3125,0.403409,0.284091
2016-08-04,0.297872,0.434397,0.26773
2016-08-11,0.312925,0.419501,0.267574
2016-08-18,0.355649,0.380753,0.263598
2016-08-25,0.294243,0.409382,0.296375
2016-09-01,0.286,0.3987,0.3152
2016-09-08,0.297468,0.417722,0.28481
2016-09-15,0.279379,0.361419,0.359202
2016-09-22,0.24826,0.36891,0.382831
2016-09-29,0.24,0.388889,0.371111
2016-10-06,0.287946,0.433036,0.279018
2016-10-13,0.254717,0.408019,0.337264
2016-10-20,0.237395,0.384454,0.378151
2016-10-27,0.247549,0.411765,0.340686
2016-11-03,0.236364,0.420455,0.343182
2016-11-10,0.388889,0.317778,0.293333
2016-11-17,0.466531,0.267748,0.26572
2016-11-24,0.498938,0.280255,0.220807
2016-12-01,0.437751,0.311245,0.251004
2016-12-08,0.431211,0.303901,0.264887
2016-12-15,0.446575,0.230137,0.323288
2016-12-22,0.446064,0.262391,0.291545
2016-12-29,0.455696,0.28692,0.257384
2017-01-05,0.462006,0.285714,0.25228
2017-01-12,0.436364,0.293939,0.269697
2017-01-19,0.370079,0.30315,0.326772
2017-01-26,0.315789,0.349282,0.334928
2017-02-02,0.327982,0.330275,0.341743
2017-02-09,0.358025,0.365432,0.276543
2017-02-16,0.330909,0.345455,0.323636
2017-02-23,0.384615,0.292308,0.323077
2017-03-02,0.379085,0.264706,0.356209
2017-03-09,0.3,0.235,0.465
2017-03-16,0.311688,0.301299,0.387013
2017-03-23,0.352785,0.342175,0.30504
2017-03-30,0.302181,0.323988,0.373832
2017-04-06,0.283019,0.320755,0.396226
2017-04-13,0.28972,0.336449,0.373832
2017-04-20,0.257062,0.355932,0.387006
2017-04-27,0.380488,0.302439,0.317073
2017-05-04,0.380711,0.319797,0.299492
2017-05-11,0.327338,0.370504,0.302158
2017-05-18,0.238532,0.41896,0.342508
2017-05-25,0.328571,0.371429,0.3
2017-06-01,0.269231,0.415385,0.315385
2017-06-08,0.354331,0.350394,0.295276
2017-06-15,0.322709,0.38247,0.294821
2017-06-22,0.326531,0.384354,0.289116
2017-06-29,0.297143,0.434286,0.268571
2017-07-06,0.295775,0.405634,0.298592
2017-07-13,0.282407,0.421296,0.296296
2017-07-20,0.354839,0.387097,0.258065
2017-07-27,0.344595,0.412162,0.243243
2017-08-03,0.361111,0.317901,0.320988
2017-08-10,0.336667,0.34,0.323333
2017-08-17,0.341743,0.330275,0.327982
2017-08-24,0.280992,0.336088,0.38292
2017-08-31,0.25,0.351064,0.398936
2017-09-07,0.292776,0.34981,0.357414
2017-09-14,0.412879,0.367424,0.219697
2017-09-21,0.401361,0.326531,0.272109
2017-09-28,0.333333,0.37931,0.287356
2017-10-05,0.356,0.316,0.328
2017-10-12,0.397661,0.333333,0.269006
2017-10-19,0.37931,0.341379,0.27931
2017-10-26,0.396396,0.273273,0.33033
2017-11-02,0.450549,0.263736,0.285714
2017-11-09,0.451049,0.318182,0.230769
2017-11-16,0.293478,0.354348,0.352174
2017-11-23,0.35493,0.35493,0.290141
2017-11-30,0.359459,0.324324,0.316216
2017-12-07,0.368771,0.289037,0.342193
2017-12-14,0.45,0.26875,0.28125
2017-12-21,0.504975,0.238806,0.256219
2017-12-28,0.526455,0.267196,0.206349
2018-01-04,0.597531,0.246914,0.155556
2018-01-11,0.486726,0.262537,0.250737
2018-01-18,0.541133,0.244973,0.213894
2018-01-25,0.454545,0.305195,0.24026
2018-02-01,0.447712,0.264706,0.287582
2018-02-08,0.370277,0.279597,0.350126
2018-02-15,0.485194,0.300683,0.214123
2018-02-22,0.446512,0.325581,0.227907
2018-03-01,0.372832,0.393064,0.234104
2018-03-08,0.264026,0.452145,0.283828
2018-03-15,0.368421,0.418283,0.213296
2018-03-22,0.332344,0.382789,0.284866
2018-03-29,0.319361,0.327345,0.353293
2018-04-05,0.318966,0.314655,0.366379
2018-04-12,0.26087,0.311594,0.427536
2018-04-19,0.377834,0.329975,0.292191
2018-04-26,0.369085,0.375394,0.255521
2018-05-03,0.283951,0.41358,0.302469
2018-05-10,0.335106,0.409574,0.255319
2018-05-17,0.366755,0.427441,0.205805
2018-05-24,0.385621,0.362745,0.251634
2018-05-31,0.350181,0.386282,0.263538
2018-06-07,0.389313,0.343511,0.267176
2018-06-14,0.447802,0.335165,0.217033
2018-06-21,0.387187,0.350975,0.261838
2018-06-28,0.284483,0.307471,0.408046
2018-07-05,0.278552,0.328691,0.392758
2018-07-12,0.430508,0.277966,0.291525
2018-07-19,0.346633,0.40399,0.249377
2018-07-26,0.315217,0.415761,0.269022
2018-08-02,0.291105,0.38814,0.320755
2018-08-09,0.363636,0.326019,0.310345
2018-08-16,0.361702,0.347518,0.29078
2018-08-23,0.384615,0.344729,0.270655
2018-08-30,0.434959,0.321138,0.243902
2018-09-06,0.422222,0.314815,0.262963
2018-09-13,0.320896,0.350746,0.328358
2018-09-20,0.320423,0.359155,0.320423
2018-09-27,0.362205,0.326772,0.311024
2018-10-04,0.456621,0.292237,0.251142
2018-10-11,0.306061,0.339394,0.354545
2018-10-18,0.33935,0.310469,0.350181
2018-10-25,0.279693,0.310345,0.409962
2018-11-01,0.37931,0.275862,0.344828
2018-11-08,0.412844,0.275229,0.311927
2018-11-15,0.350877,0.289474,0.359649
2018-11-22,0.252525,0.276094,0.47138
2018-11-29,0.338816,0.266447,0.394737
2018-12-06,0.379433,0.315603,0.304965
2018-12-13,0.20904,0.30226,0.488701
2018-12-20,0.248649,0.278378,0.472973
2018-12-27,0.315476,0.181548,0.502976
2019-01-03,0.330189,0.242138,0.427673
2019-01-10,0.384615,0.321678,0.293706
2019-01-17,0.335347,0.302115,0.362538
2019-01-24,0.37659,0.300254,0.323155
2019-01-31,0.317568,0.364865,0.317568
2019-02-07,0.398734,0.373418,0.227848
2019-02-14,0.351032,0.39823,0.250737
2019-02-21,0.393189,0.352941,0.25387
2019-02-28,0.416327,0.383673,0.2
2019-03-07,0.37386,0.358663,0.267477
2019-03-14,0.324232,0.365188,0.31058
2019-03-21,0.373016,0.392857,0.234127
2019-03-28,0.332,0.396,0.272
2019-04-04,0.350211,0.367089,0.2827
2019-04-11,0.402878,0.393285,0.203837
2019-04-18,0.375635,0.406091,0.218274
2019-04-25,0.335227,0.463068,0.201705
2019-05-02,0.390244,0.396341,0.213415
2019-05-09,0.431159,0.336957,0.231884
2019-05-16,0.298246,0.308772,0.392982
2019-05-23,0.247059,0.392157,0.360784
2019-05-30,0.247934,0.35124,0.400826
2019-06-06,0.225275,0.348901,0.425824
2019-06-13,0.268398,0.38961,0.341991
2019-06-20,0.295082,0.383607,0.321311
2019-06-27,0.29589,0.383562,0.320548
2019-07-03,0.331551,0.34492,0.323529
2019-07-11,0.336111,0.388889,0.275
2019-07-18,0.359296,0.354271,0.286432
2019-07-25,0.317416,0.36236,0.320225
2019-08-01,0.384375,0.375,0.240625
2019-08-08,0.216561,0.301486,0.481953
2019-08-15,0.23176,0.319742,0.448498
2019-08-22,0.266355,0.336449,0.397196
2019-08-29,0.261307,0.316583,0.422111
2019-09-05,0.28642,0.318519,0.395062
2019-09-12,0.33125,0.35625,0.3125
2019-09-19,0.353383,0.368421,0.278195
2019-09-26,0.293737,0.37365,0.332613
2019-10-03,0.21374,0.391858,0.394402
2019-10-10,0.203085,0.357326,0.439589
2019-10-17,0.336182,0.353276,0.310541
2019-10-24,0.356021,0.361257,0.282723
2019-10-31,0.339759,0.375904,0.284337
2019-11-07,0.403023,0.357683,0.239295
2019-11-14,0.407229,0.344578,0.248193
2019-11-21,0.342432,0.367246,0.290323
2019-11-29,0.336391,0.360856,0.302752
2019-12-05,0.317152,0.391586,0.291262
2019-12-12,0.376316,0.363158,0.260526
2019-12-19,0.440945,0.354331,0.204724
2019-12-26,0.418879,0.365782,0.215339
2020-01-02,0.372159,0.409091,0.21875
2020-01-09,0.330688,0.37037,0.298942
2020-01-16,0.418338,0.30659,0.275072
2020-01-23,0.456019,0.296296,0.247685
2020-01-30,0.319783,0.311653,0.368564
