,Date,Bullish,Neutral,Bearish
590,2014-04-24,0.345029,0.394737,0.260234
591,2014-05-01,0.297735,0.407767,0.294498
592,2014-05-08,0.283439,0.429936,0.286624
593,2014-05-15,0.33121,0.442675,0.226115
594,2014-05-22,0.304348,0.431677,0.263975
595,2014-05-29,0.364641,0.403315,0.232044
596,2014-06-05,0.395062,0.382716,0.222222
597,2014-06-12,0.446875,0.340625,0.2125
598,2014-06-19,0.351744,0.406977,0.241279
599,2014-06-26,0.372208,0.416873,0.210918
600,2014-07-03,0.385075,0.391045,0.223881
601,2014-07-10,0.376404,0.337079,0.286517
602,2014-07-17,0.323625,0.391586,0.28479
603,2014-07-24,0.296296,0.404321,0.299383
604,2014-07-31,0.311224,0.377551,0.311224
605,2014-08-07,0.308869,0.308869,0.382263
606,2014-08-14,0.398119,0.332288,0.269592
607,2014-08-21,0.461078,0.302395,0.236527
608,2014-08-28,0.519231,0.288462,0.192308
609,2014-09-04,0.446746,0.313609,0.239645
610,2014-09-11,0.403846,0.330128,0.266026
611,2014-09-18,0.42236,0.347826,0.229814
612,2014-09-25,0.418367,0.29932,0.282313
613,2014-10-02,0.354167,0.336806,0.309028
614,2014-10-09,0.398773,0.291411,0.309816
615,2014-10-16,0.42663,0.236413,0.336957
616,2014-10-23,0.496875,0.278125,0.225
617,2014-10-30,0.493711,0.295597,0.210692
618,2014-11-06,0.526882,0.322581,0.150538
619,2014-11-13,0.57931,0.227586,0.193103
620,2014-11-20,0.491176,0.270588,0.238235
621,2014-11-27,0.521452,0.270627,0.207921
622,2014-12-04,0.426778,0.313808,0.259414
623,2014-12-11,0.450172,0.32646,0.223368
624,2014-12-18,0.387352,0.343874,0.268775
625,2014-12-25,0.509434,0.301887,0.188679
626,2015-01-01,0.517375,0.289575,0.19305
627,2015-01-08,0.410072,0.31295,0.276978
628,2015-01-15,0.461059,0.323988,0.214953
629,2015-01-22,0.371429,0.320635,0.307937
630,2015-01-29,0.441718,0.334356,0.223926
631,2015-02-05,0.354949,0.320819,0.324232
632,2015-02-12,0.4,0.396721,0.203279
633,2015-02-19,0.470199,0.350993,0.178808
634,2015-02-26,0.453731,0.343284,0.202985
635,2015-03-05,0.398026,0.368421,0.233553
636,2015-03-12,0.315961,0.429967,0.254072
637,2015-03-19,0.271605,0.41358,0.314815
638,2015-03-26,0.384298,0.371901,0.243802
639,2015-04-02,0.353952,0.32646,0.319588
640,2015-04-09,0.287016,0.471526,0.241458
641,2015-04-16,0.320675,0.451477,0.227848
642,2015-04-23,0.3147,0.453416,0.231884
643,2015-04-30,0.308362,0.472125,0.219512
644,2015-05-07,0.270563,0.461039,0.268398
645,2015-05-14,0.267442,0.468992,0.263566
646,2015-05-21,0.252119,0.497881,0.25
647,2015-05-28,0.270019,0.478585,0.251397
648,2015-06-04,0.273399,0.480296,0.246305
649,2015-06-11,0.200375,0.473783,0.325843
650,2015-06-18,0.254083,0.402904,0.343013
651,2015-06-25,0.355556,0.427778,0.216667
652,2015-07-02,0.226121,0.423002,0.350877
653,2015-07-09,0.27907,0.429175,0.291755
654,2015-07-16,0.308108,0.459459,0.232432
655,2015-07-23,0.3254,0.4187,0.256
656,2015-07-30,0.211055,0.38191,0.407035
657,2015-08-06,0.243187,0.440252,0.316562
658,2015-08-13,0.304519,0.333988,0.361493
659,2015-08-20,0.268199,0.398467,0.333333
660,2015-08-27,0.325,0.292308,0.382692
661,2015-09-03,0.323843,0.359431,0.316726
662,2015-09-10,0.346499,0.303411,0.35009
663,2015-09-17,0.332645,0.376033,0.291322
664,2015-09-24,0.321199,0.391863,0.286938
665,2015-10-01,0.281059,0.319756,0.399185
666,2015-10-08,0.375238,0.342857,0.281905
667,2015-10-15,0.340816,0.387755,0.271429
668,2015-10-22,0.347656,0.412109,0.240234
669,2015-10-29,0.403922,0.390196,0.205882
670,2015-11-05,0.39,0.424,0.186
671,2015-11-12,0.342723,0.42723,0.230047
672,2015-11-19,0.307692,0.386813,0.305495
673,2015-11-26,0.323601,0.416058,0.260341
674,2015-12-03,0.294931,0.493088,0.211982
675,2015-12-10,0.285057,0.416092,0.298851
676,2015-12-17,0.238663,0.367542,0.393795
677,2015-12-24,0.263804,0.421268,0.314928
678,2015-12-31,0.250729,0.51312,0.236152
679,2016-01-07,0.221739,0.395652,0.382609
680,2016-01-14,0.178988,0.365759,0.455253
681,2016-01-21,0.21521,0.297735,0.487055
682,2016-01-28,0.297535,0.302817,0.399648
683,2016-02-04,0.275472,0.377358,0.34717
684,2016-02-11,0.192385,0.320641,0.486974
685,2016-02-18,0.275605,0.346369,0.378026
686,2016-02-25,0.311947,0.373894,0.314159
687,2016-03-03,0.320158,0.387352,0.29249
688,2016-03-10,0.373576,0.382688,0.243736
689,2016-03-17,0.299587,0.431818,0.268595
690,2016-03-24,0.337808,0.425056,0.237136
691,2016-03-31,0.271805,0.470588,0.257606
692,2016-04-07,0.321918,0.46347,0.214612
693,2016-04-14,0.278481,0.472574,0.248945
694,2016-04-21,0.334052,0.426724,0.239224
695,2016-04-28,0.273663,0.440329,0.286008
696,2016-05-05,0.223301,0.473301,0.303398
697,2016-05-12,0.204082,0.482993,0.312925
698,2016-05-19,0.193384,0.465649,0.340967
699,2016-05-26,0.177515,0.5286,0.293886
700,2016-06-02,0.301676,0.407821,0.290503
701,2016-06-09,0.278317,0.443366,0.278317
702,2016-06-16,0.253472,0.371528,0.375
703,2016-06-23,0.219697,0.42803,0.352273
704,2016-06-30,0.289125,0.376658,0.334218
705,2016-07-07,0.310573,0.422907,0.26652
706,2016-07-14,0.368664,0.387097,0.24424
707,2016-07-21,0.354251,0.378543,0.267206
708,2016-07-28,0.3125,0.403409,0.284091
709,2016-08-04,0.297872,0.434397,0.26773
710,2016-08-11,0.312925,0.419501,0.267574
711,2016-08-18,0.355649,0.380753,0.263598
712,2016-08-25,0.294243,0.409382,0.296375
713,2016-09-01,0.286,0.3987,0.3152
714,2016-09-08,0.297468,0.417722,0.28481
715,2016-09-15,0.279379,0.361419,0.359202
716,2016-09-22,0.24826,0.36891,0.382831
717,2016-09-29,0.24,0.388889,0.371111
718,2016-10-06,0.287946,0.433036,0.279018
719,2016-10-13,0.254717,0.408019,0.337264
720,2016-10-20,0.237395,0.384454,0.378151
721,2016-10-27,0.247549,0.411765,0.340686
722,2016-11-03,0.236364,0.420455,0.343182
723,2016-11-10,0.388889,0.317778,0.293333
724,2016-11-17,0.466531,0.267748,0.26572
725,2016-11-24,0.498938,0.280255,0.220807
726,2016-12-01,0.437751,0.311245,0.251004
727,2016-12-08,0.431211,0.303901,0.264887
728,2016-12-15,0.446575,0.230137,0.323288
729,2016-12-22,0.446064,0.262391,0.291545
730,2016-12-29,0.455696,0.28692,0.257384
731,2017-01-05,0.462006,0.285714,0.25228
732,2017-01-12,0.436364,0.293939,0.269697
733,2017-01-19,0.370079,0.30315,0.326772
734,2017-01-26,0.315789,0.349282,0.334928
735,2017-02-02,0.327982,0.330275,0.341743
736,2017-02-09,0.358025,0.365432,0.276543
737,2017-02-16,0.330909,0.345455,0.323636
738,2017-02-23,0.384615,0.292308,0.323077
739,2017-03-02,0.379085,0.264706,0.356209
740,2017-03-09,0.3,0.235,0.465
741,2017-03-16,0.311688,0.301299,0.387013
742,2017-03-23,0.352785,0.342175,0.30504
743,2017-03-30,0.302181,0.323988,0.373832
744,2017-04-06,0.283019,0.320755,0.396226
745,2017-04-13,0.28972,0.336449,0.373832
746,2017-04-20,0.257062,0.355932,0.387006
747,2017-04-27,0.380488,0.302439,0.317073
748,2017-05-04,0.380711,0.319797,0.299492
749,2017-05-11,0.327338,0.370504,0.302158
750,2017-05-18,0.238532,0.41896,0.342508
751,2017-05-25,0.328571,0.371429,0.3
752,2017-06-01,0.269231,0.415385,0.315385
753,2017-06-08,0.354331,0.350394,0.295276
754,2017-06-15,0.322709,0.38247,0.294821
755,2017-06-22,0.326531,0.384354,0.289116
756,2017-06-29,0.297143,0.434286,0.268571
757,2017-07-06,0.295775,0.405634,0.298592
758,2017-07-13,0.282407,0.421296,0.296296
759,2017-07-20,0.354839,0.387097,0.258065
760,2017-07-27,0.344595,0.412162,0.243243
761,2017-08-03,0.361111,0.317901,0.320988
762,2017-08-10,0.336667,0.34,0.323333
763,2017-08-17,0.341743,0.330275,0.327982
764,2017-08-24,0.280992,0.336088,0.38292
765,2017-08-31,0.25,0.351064,0.398936
766,2017-09-07,0.292776,0.34981,0.357414
767,2017-09-14,0.412879,0.367424,0.219697
768,2017-09-21,0.401361,0.326531,0.272109
769,2017-09-28,0.333333,0.37931,0.287356
770,2017-10-05,0.356,0.316,0.328
771,2017-10-12,0.397661,0.333333,0.269006
772,2017-10-19,0.37931,0.341379,0.27931
773,2017-10-26,0.396396,0.273273,0.33033
774,2017-11-02,0.450549,0.263736,0.285714
775,2017-11-09,0.451049,0.318182,0.230769
776,2017-11-16,0.293478,0.354348,0.352174
777,2017-11-23,0.35493,0.35493,0.290141
778,2017-11-30,0.359459,0.324324,0.316216
779,2017-12-07,0.368771,0.289037,0.342193
780,2017-12-14,0.45,0.26875,0.28125
781,2017-12-21,0.504975,0.238806,0.256219
782,2017-12-28,0.526455,0.267196,0.206349
783,2018-01-04,0.597531,0.246914,0.155556
784,2018-01-11,0.486726,0.262537,0.250737
785,2018-01-18,0.541133,0.244973,0.213894
786,2018-01-25,0.454545,0.305195,0.24026
787,2018-02-01,0.447712,0.264706,0.287582
788,2018-02-08,0.370277,0.279597,0.350126
789,2018-02-15,0.485194,0.300683,0.214123
790,2018-02-22,0.446512,0.325581,0.227907
791,2018-03-01,0.372832,0.393064,0.234104
792,2018-03-08,0.264026,0.452145,0.283828
793,2018-03-15,0.368421,0.418283,0.213296
794,2018-03-22,0.332344,0.382789,0.284866
795,2018-03-29,0.319361,0.327345,0.353293
796,2018-04-05,0.318966,0.314655,0.366379
797,2018-04-12,0.26087,0.311594,0.427536
798,2018-04-19,0.377834,0.329975,0.292191
799,2018-04-26,0.369085,0.375394,0.255521
800,2018-05-03,0.283951,0.41358,0.302469
801,2018-05-10,0.335106,0.409574,0.255319
802,2018-05-17,0.366755,0.427441,0.205805
803,2018-05-24,0.385621,0.362745,0.251634
804,2018-05-31,0.350181,0.386282,0.263538
805,2018-06-07,0.389313,0.343511,0.267176
806,2018-06-14,0.447802,0.335165,0.217033
807,2018-06-21,0.387187,0.350975,0.261838
808,2018-06-28,0.284483,0.307471,0.408046
809,2018-07-05,0.278552,0.328691,0.392758
810,2018-07-12,0.430508,0.277966,0.291525
811,2018-07-19,0.346633,0.40399,0.249377
812,2018-07-26,0.315217,0.415761,0.269022
813,2018-08-02,0.291105,0.38814,0.320755
814,2018-08-09,0.363636,0.326019,0.310345
815,2018-08-16,0.361702,0.347518,0.29078
816,2018-08-23,0.384615,0.344729,0.270655
817,2018-08-30,0.434959,0.321138,0.243902
818,2018-09-06,0.422222,0.314815,0.262963
819,2018-09-13,0.320896,0.350746,0.328358
820,2018-09-20,0.320423,0.359155,0.320423
821,2018-09-27,0.362205,0.326772,0.311024
822,2018-10-04,0.456621,0.292237,0.251142
823,2018-10-11,0.306061,0.339394,0.354545
824,2018-10-18,0.33935,0.310469,0.350181
825,2018-10-25,0.279693,0.310345,0.409962
826,2018-11-01,0.37931,0.275862,0.344828
827,2018-11-08,0.412844,0.275229,0.311927
828,2018-11-15,0.350877,0.289474,0.359649
829,2018-11-22,0.252525,0.276094,0.47138
830,2018-11-29,0.338816,0.266447,0.394737
831,2018-12-06,0.379433,0.315603,0.304965
832,2018-12-13,0.20904,0.30226,0.488701
833,2018-12-20,0.248649,0.278378,0.472973
834,2018-12-27,0.315476,0.181548,0.502976
835,2019-01-03,0.330189,0.242138,0.427673
836,2019-01-10,0.384615,0.321678,0.293706
837,2019-01-17,0.335347,0.302115,0.362538
838,2019-01-24,0.37659,0.300254,0.323155
839,2019-01-31,0.317568,0.364865,0.317568
840,2019-02-07,0.398734,0.373418,0.227848
841,2019-02-14,0.351032,0.39823,0.250737
842,2019-02-21,0.393189,0.352941,0.25387
843,2019-02-28,0.416327,0.383673,0.2
844,2019-03-07,0.37386,0.358663,0.267477
845,2019-03-14,0.324232,0.365188,0.31058
846,2019-03-21,0.373016,0.392857,0.234127
847,2019-03-28,0.332,0.396,0.272
848,2019-04-04,0.350211,0.367089,0.2827
849,2019-04-11,0.402878,0.393285,0.203837
850,2019-04-18,0.375635,0.406091,0.218274
851,2019-04-25,0.335227,0.463068,0.201705
852,2019-05-02,0.390244,0.396341,0.213415
853,2019-05-09,0.431159,0.336957,0.231884
854,2019-05-16,0.298246,0.308772,0.392982
855,2019-05-23,0.247059,0.392157,0.360784
856,2019-05-30,0.247934,0.35124,0.400826
857,2019-06-06,0.225275,0.348901,0.425824
858,2019-06-13,0.268398,0.38961,0.341991
859,2019-06-20,0.295082,0.383607,0.321311
860,2019-06-27,0.29589,0.383562,0.320548
861,2019-07-03,0.331551,0.34492,0.323529
862,2019-07-11,0.336111,0.388889,0.275
863,2019-07-18,0.359296,0.354271,0.286432
864,2019-07-25,0.317416,0.36236,0.320225
865,2019-08-01,0.384375,0.375,0.240625
866,2019-08-08,0.216561,0.301486,0.481953
867,2019-08-15,0.23176,0.319742,0.448498
868,2019-08-22,0.266355,0.336449,0.397196
869,2019-08-29,0.261307,0.316583,0.422111
870,2019-09-05,0.28642,0.318519,0.395062
871,2019-09-12,0.33125,0.35625,0.3125
872,2019-09-19,0.353383,0.368421,0.278195
873,2019-09-26,0.293737,0.37365,0.332613
874,2019-10-03,0.21374,0.391858,0.394402
875,2019-10-10,0.203085,0.357326,0.439589
876,2019-10-17,0.336182,0.353276,0.310541
877,2019-10-24,0.356021,0.361257,0.282723
878,2019-10-31,0.339759,0.375904,0.284337
879,2019-11-07,0.403023,0.357683,0.239295
880,2019-11-14,0.407229,0.344578,0.248193
881,2019-11-21,0.342432,0.367246,0.290323
882,2019-11-29,0.336391,0.360856,0.302752
883,2019-12-05,0.317152,0.391586,0.291262
884,2019-12-12,0.376316,0.363158,0.260526
885,2019-12-19,0.440945,0.354331,0.204724
886,2019-12-26,0.418879,0.365782,0.215339
887,2020-01-02,0.372159,0.409091,0.21875
888,2020-01-09,0.330688,0.37037,0.298942
889,2020-01-16,0.418338,0.30659,0.275072
890,2020-01-23,0.456019,0.296296,0.247685
891,2020-01-30,0.319783,0.311653,0.368564
